sample_id,source_csv_line,source_run_id,group_id,group_index,trajectory_rank,N_params_B,D_tokens_B,val_loss,C_FLOPs_1e21,steps,compute_ratio_C_over_6ND,compute_identity_outlier,token_tail_split
B1:6.86104:14000,901,949,N=6.86104B,7,18,6.86104,29.36,2.3553,1.2086,14000,0.9999662377773578,0,train
B1:6.86104:15000,902,950,N=6.86104B,7,19,6.86104,31.457,2.3462,1.295,15000,1.0000259375993825,0,train
B1:6.86104:16000,903,951,N=6.86104B,7,20,6.86104,33.554,2.3377,1.3813,16000,1.000005779400664,0,train
B1:6.86104:17000,904,952,N=6.86104B,7,21,6.86104,35.652,2.3299,1.4677,17000,1.0000280797691694,0,train
B1:6.86104:18000,905,953,N=6.86104B,7,22,6.86104,37.749,2.3225,1.554,18000,1.0000100427263379,0,train
B1:6.86104:19000,906,954,N=6.86104B,7,23,6.86104,39.846,2.3161,1.6403,19000,0.9999939041766461,0,train
B1:6.86104:20000,907,955,N=6.86104B,7,24,6.86104,41.943,2.3096,1.7266,20000,0.9999793793664912,0,train
B1:6.86104:21000,908,956,N=6.86104B,7,25,6.86104,44.04,2.3038,1.813,21000,1.0000213961555242,0,train
B1:6.86104:22000,909,957,N=6.86104B,7,26,6.86104,46.137,2.2982,1.8993,22000,1.000006942142649,0,train
B1:6.86104:23000,910,958,N=6.86104B,7,27,6.86104,48.234,2.2929,1.9856,23000,0.999993744922285,0,train
B1:6.86104:24000,911,959,N=6.86104B,7,28,6.86104,50.332,2.288,2.072,24000,1.0000100427263379,0,train
B1:6.86104:25000,912,960,N=6.86104B,7,29,6.86104,52.429,2.2832,2.1583,25000,0.9999977774408848,0,train
B1:6.86104:26000,913,961,N=6.86104B,7,30,6.86104,54.526,2.2788,2.2446,26000,0.9999864555697143,0,train
B1:6.86104:27000,914,962,N=6.86104B,7,31,6.86104,56.623,2.2746,2.331,27000,1.0000188731489819,0,train
B1:6.86104:28000,915,963,N=6.86104B,7,32,6.86104,58.72,2.2704,2.4173,28000,1.0000076065609826,0,train
B1:6.86104:29000,916,964,N=6.86104B,7,33,6.86104,60.817,2.2666,2.5036,29000,0.9999971169279479,0,train
B1:6.86104:30000,917,965,N=6.86104B,7,34,6.86104,62.915,2.2628,2.59,30000,1.000010042726338,0,train
B1:6.86104:31000,918,966,N=6.86104B,7,35,6.86104,65.012,2.2594,2.6763,31000,1.0000001513731873,0,train
B1:6.86104:32000,919,967,N=6.86104B,7,36,6.86104,67.109,2.2558,2.7626,32000,0.9999908781835487,0,train
B1:6.86104:33000,920,968,N=6.86104B,7,37,6.86104,69.206,2.2528,2.849,33000,1.0000172676059924,0,train
B1:6.86104:34000,921,969,N=6.86104B,7,38,6.86104,71.303,2.2494,2.9353,34000,1.0000080364765356,0,train
B1:6.86104:35000,922,970,N=6.86104B,7,39,6.86104,73.4,2.2463,3.0216,35000,0.9999993328042576,0,train
B1:6.86104:36000,923,971,N=6.86104B,7,40,6.86104,75.497,2.2435,3.1079,36000,0.999991112637305,0,train
B1:6.86104:37000,924,972,N=6.86104B,7,41,6.86104,77.595,2.2406,3.1943,37000,1.0000017553798464,0,train
B1:6.86104:38000,925,973,N=6.86104B,7,42,6.86104,79.692,2.238,3.2806,38000,0.9999939041766461,0,train
B1:6.86104:39000,926,974,N=6.86104B,7,43,6.86104,81.789,2.2352,3.3669,39000,0.9999864555697143,0,train
B1:6.86104:40000,927,975,N=6.86104B,7,44,6.86104,83.886,2.2327,3.4533,40000,1.0000083374163975,0,train
B1:6.86104:41000,928,976,N=6.86104B,7,45,6.86104,85.983,2.2301,3.5396,41000,1.000000900125118,0,train
B1:6.86104:42000,929,977,N=6.86104B,7,46,6.86104,88.08,2.2278,3.6259,42000,0.9999938169664412,0,train
B1:6.86104:43000,930,978,N=6.86104B,7,47,6.86104,90.178,2.2253,3.7123,43000,1.0000029117559126,0,train
B1:6.86104:44000,931,979,N=6.86104B,7,48,6.86104,92.275,2.2231,3.7986,44000,0.9999961048959174,0,train
B1:6.86104:45000,932,980,N=6.86104B,7,49,6.86104,94.372,2.2212,3.8849,45000,0.9999896005405934,0,train
B1:6.86104:46000,933,981,N=6.86104B,7,50,6.86104,96.469,2.219,3.9713,46000,1.0000085598496662,0,train
B1:6.86104:47000,934,982,N=6.86104B,7,51,6.86104,98.566,2.2169,4.0576,47000,1.000002067275567,0,train
B1:6.86104:48000,935,983,N=6.86104B,7,52,6.86104,100.663,2.2148,4.1439,48000,0.9999958452065768,0,train
B1:6.86104:49000,936,984,N=6.86104B,7,53,6.86104,102.76,2.2129,4.2302,49000,0.9999898770822863,0,train
B1:6.86104:50000,937,985,N=6.86104B,7,54,6.86104,104.858,2.211,4.3166,50000,0.9999977774408848,0,train
B1:6.86104:51000,938,986,N=6.86104B,7,55,6.86104,106.955,2.209,4.4029,51000,0.9999920055148651,0,train
B1:6.86104:52000,939,987,N=6.86104B,7,56,6.86104,109.052,2.2074,4.4893,52000,1.0000087309518664,0,train
B1:6.86104:53000,940,988,N=6.86104B,7,57,6.86104,111.149,2.2056,4.5756,53000,1.0000029701635555,0,train
B1:6.86104:54000,941,989,N=6.86104B,7,58,6.86104,113.246,2.2038,4.6619,54000,0.9999974227227025,0,train
B1:6.86104:55000,942,990,N=6.86104B,7,59,6.86104,115.343,2.2021,4.7482,55000,0.9999920769929795,0,train
B1:6.86104:56000,943,991,N=6.86104B,7,60,6.86104,117.441,2.2005,4.8346,56000,0.9999990915823418,0,train
B1:6.86104:57000,944,992,N=6.86104B,7,61,6.86104,119.538,2.1987,4.9209,57000,0.9999939041766459,0,train
B1:6.86104:58000,945,993,N=6.86104B,7,62,6.86104,121.635,2.1973,5.0073,58000,1.0000088666534177,0,train
B1:6.86104:59000,946,994,N=6.86104B,7,63,6.86104,123.732,2.1957,5.0936,59000,1.0000036894120727,0,train
B1:6.86104:60000,947,995,N=6.86104B,7,64,6.86104,125.829,2.1941,5.1799,60000,0.9999986847330955,0,train
B1:6.86104:61000,948,996,N=6.86104B,7,65,6.86104,127.926,2.1927,5.2662,61000,0.9999938441304095,0,train
B1:6.86104:62000,949,997,N=6.86104B,7,66,6.86104,130.023,2.1914,5.3526,62000,1.0000078423213379,0,train
B1:6.86104:63000,950,998,N=6.86104B,7,67,6.86104,132.121,2.1899,5.4389,63000,0.9999954411871952,0,train
B1:6.86104:64000,951,999,N=6.86104B,7,68,6.86104,134.218,2.1884,5.5253,64000,1.0000089769108016,0,train
B1:6.86104:65000,952,1000,N=6.86104B,7,69,6.86104,136.315,2.1872,5.6116,65000,1.0000042758754362,0,train
B1:6.86104:66000,953,1001,N=6.86104B,7,70,6.86104,138.412,2.1859,5.6979,66000,0.9999997172853956,0,train
B1:6.86104:67000,954,1002,N=6.86104B,7,71,6.86104,140.509,2.1845,5.7842,67000,0.9999952947629852,0,train
B1:6.86104:68000,955,1003,N=6.86104B,7,72,6.86104,142.606,2.1832,5.8706,68000,1.0000080364765356,0,train
B1:6.86104:69000,956,1004,N=6.86104B,7,73,6.86104,144.703,2.1819,5.9569,69000,1.0000036215746662,0,train
B1:6.86104:70000,957,1005,N=6.86104B,7,74,6.86104,146.801,2.1807,6.0432,70000,0.9999925208661047,0,train
B1:6.86104:71000,958,1006,N=6.86104B,7,75,6.86104,148.898,2.1795,6.1296,71000,1.0000047632176763,0,train
B1:6.86104:72000,959,1007,N=6.86104B,7,76,6.86104,150.995,2.1783,6.2159,72000,1.000000577744506,0,train
B1:6.86104:73000,960,1008,N=6.86104B,7,77,6.86104,153.092,2.1772,6.3022,73000,0.999996506933594,0,train
B1:6.86104:74000,961,1009,N=6.86104B,7,78,6.86104,155.189,2.176,6.3885,74000,0.9999925461368002,0,train
B1:6.86104:75000,962,1010,N=6.86104B,7,79,6.86104,157.286,2.1748,6.4749,75000,1.000004135271699,0,train
B1:6.86104:76000,963,1011,N=6.86104B,7,80,6.86104,159.384,2.1738,6.5612,76000,0.9999939041766461,0,train
B1:6.86104:77000,964,1012,N=6.86104B,7,81,6.86104,161.481,2.1726,6.6476,77000,1.0000051746100849,0,train
B1:6.86104:78000,965,1013,N=6.86104B,7,82,6.86104,163.578,2.1717,6.7339,78000,1.0000013058244825,0,train
B1:6.86104:79000,966,1014,N=6.86104B,7,83,6.86104,165.675,2.1704,6.8202,79000,0.9999975349757252,0,train
B1:6.86104:80000,967,1015,N=6.86104B,7,84,6.86104,167.772,2.1696,6.9065,80000,0.9999938583914444,0,train
B1:6.86104:81000,968,1016,N=6.86104B,7,85,6.86104,169.869,2.1684,6.9929,81000,1.0000045728647955,0,train
B1:6.86104:82000,969,1017,N=6.86104B,7,86,6.86104,171.966,2.1673,7.0792,82000,1.000000900125118,0,train
B1:6.86104:83000,970,1018,N=6.86104B,7,87,6.86104,174.064,2.1664,7.1656,83000,1.000005526523788,0,train
B1:6.86104:84000,971,1019,N=6.86104B,7,88,6.86104,176.161,2.1654,7.2519,84000,1.0000019298924432,0,train
B1:6.86104:85000,972,1020,N=6.86104B,7,89,6.86104,178.258,2.1645,7.3382,85000,0.999998417881547,0,train
B1:6.86104:86000,973,1021,N=6.86104B,7,90,6.86104,180.355,2.1635,7.4245,86000,0.9999949875394357,0,train
B1:6.86104:87000,974,1022,N=6.86104B,7,91,6.86104,182.452,2.1625,7.5109,87000,1.0000049500997275,0,train
B1:6.86104:88000,975,1023,N=6.86104B,7,92,6.86104,184.549,2.1616,7.5972,88000,1.0000015234899216,0,train
B1:6.86104:89000,976,1024,N=6.86104B,7,93,6.86104,186.647,2.1609,7.6836,89000,1.0000058309882405,0,train
B1:6.86104:90000,977,1025,N=6.86104B,7,94,6.86104,188.744,2.16,7.7699,90000,1.0000024707509017,0,train
B1:6.86104:91000,978,1026,N=6.86104B,7,95,6.86104,190.841,2.159,7.8562,91000,0.9999991843595156,0,train
B1:6.86104:92000,979,1027,N=6.86104B,7,96,6.86104,192.938,2.1581,7.9425,92000,0.9999959694062364,0,train
B1:6.86104:93000,980,1028,N=6.86104B,7,97,6.86104,195.035,2.1572,8.0289,93000,1.0000052786588098,0,train
B1:6.86104:94000,981,1029,N=6.86104B,7,98,6.86104,197.132,2.1564,8.1152,94000,1.000002067275567,0,train
B1:6.86104:95000,982,1030,N=6.86104B,7,99,6.86104,199.229,2.1555,8.2015,95000,0.9999989234956416,0,train
B1:6.86104:96000,983,1031,N=6.86104B,7,100,6.86104,201.327,2.1547,8.2879,96000,1.0000029440017173,0,train
B1:6.86104:97000,984,1032,N=6.86104B,7,101,6.86104,203.424,2.1538,8.3742,97000,0.9999998560149236,0,train
B1:6.86104:98000,985,1033,N=6.86104B,7,102,6.86104,205.521,2.1531,8.4605,98000,0.9999968310436692,0,train
B1:6.86104:99000,986,1034,N=6.86104B,7,103,6.86104,207.618,2.1524,8.5469,99000,1.0000055673922612,0,test
B1:6.86104:100000,987,1035,N=6.86104B,7,104,6.86104,209.715,2.1515,8.6332,100000,1.0000025458064161,0,test
B1:6.86104:101000,988,1036,N=6.86104B,7,105,6.86104,211.812,2.1509,8.7195,101000,0.9999995840497171,0,test
B1:6.86104:102000,989,1037,N=6.86104B,7,106,6.86104,213.91,2.1499,8.8059,102000,1.0000033615757058,0,test
B1:6.86104:103000,990,1038,N=6.86104B,7,107,6.86104,216.007,2.1491,8.8922,103000,1.0000004494187935,0,test
B1:6.86104:104000,991,1039,N=6.86104B,7,108,6.86104,218.104,2.1485,8.9785,104000,0.9999975932607904,0,test
B1:6.86104:105000,992,1040,N=6.86104B,7,109,6.86104,220.201,2.1478,9.0648,105000,0.9999947915018439,0,test
B1:6.86104:106000,993,1041,N=6.86104B,7,110,6.86104,222.298,2.1472,9.1512,106000,1.0000029701635555,0,test
B1:6.86104:107000,994,1042,N=6.86104B,7,111,6.86104,224.395,2.1463,9.2375,107000,1.0000001705223567,0,test
B1:6.86104:108000,995,1043,N=6.86104B,7,112,6.86104,226.492,2.1457,9.3238,108000,0.9999974227227025,0,test
B1:6.86104:109000,996,1044,N=6.86104B,7,113,6.86104,228.59,2.1449,9.4102,109000,1.0000009774934635,0,test
B1:6.86104:110000,997,1045,N=6.86104B,7,114,6.86104,230.687,2.1442,9.4965,110000,0.9999982723264724,0,test
B1:6.86104:111000,998,1046,N=6.86104B,7,115,6.86104,232.784,2.1436,9.5828,111000,0.9999956158976694,0,test
B1:6.86104:112000,999,1047,N=6.86104B,7,116,6.86104,234.881,2.1429,9.6692,112000,1.000003349053536,0,test
B1:6.86104:113000,1000,1048,N=6.86104B,7,117,6.86104,236.978,2.1421,9.7555,113000,1.0000006947142337,0,test
B1:6.86104:114000,1001,1049,N=6.86104B,7,118,6.86104,239.075,2.1416,9.8418,114000,0.9999980869389765,0,test
B1:6.86104:115000,1002,1050,N=6.86104B,7,119,6.86104,241.172,2.141,9.9281,115000,0.9999955245131356,0,test
B1:6.86104:116000,1003,1051,N=6.86104B,7,120,6.86104,243.27,2.1402,10.0145,116000,0.9999988811435955,0,test
B1:6.86104:117000,1004,1052,N=6.86104B,7,121,6.86104,245.367,2.1396,10.1008,117000,0.9999963557395599,0,test
B1:6.86104:118000,1005,1053,N=6.86104B,7,122,6.86104,247.464,2.139,10.1872,118000,1.0000036894120727,0,test
B1:6.86104:119000,1006,1054,N=6.86104B,7,123,6.86104,249.561,2.1384,10.2735,119000,1.0000011660460377,0,test
B1:6.86104:120000,1007,1055,N=6.86104B,7,124,6.86104,251.658,2.1377,10.3598,120000,0.9999986847330955,0,test
B1:6.86104:121000,1008,1056,N=6.86104B,7,125,6.86104,253.755,2.1371,10.4461,121000,0.9999962444306808,0,test
B1:6.86104:122000,1009,1057,N=6.86104B,7,126,6.86104,255.853,2.1365,10.5325,122000,0.999999430076755,0,test
B1:6.86104:123000,1010,1058,N=6.86104B,7,127,6.86104,257.95,2.136,10.6188,123000,0.999997023401334,0,test
B1:6.86104:124000,1011,1059,N=6.86104B,7,128,6.86104,260.047,2.1353,10.7052,124000,1.0000039968324748,0,test
B1:6.86104:125000,1012,1060,N=6.86104B,7,129,6.86104,262.144,2.1347,10.7915,125000,1.0000015921296719,0,test
B1:6.86104:126000,1013,1061,N=6.86104B,7,130,6.86104,264.241,2.1342,10.8778,126000,0.9999992255940102,0,test
B1:6.86104:127000,1014,1062,N=6.86104B,7,131,6.86104,266.338,2.1334,10.9641,127000,0.9999968963239678,0,test
B1:6.86104:128000,1015,1063,N=6.86104B,7,132,6.86104,268.435,2.1331,11.0505,128000,1.0000036528435319,0,test
B1:6.86104:129000,1016,1064,N=6.86104B,7,133,6.86104,270.533,2.1323,11.1368,129000,0.9999976289546915,0,test
B1:6.86104:130000,1017,1065,N=6.86104B,7,134,6.86104,272.63,2.1318,11.2232,130000,1.0000042758754362,0,test
B1:6.86104:131000,1018,1066,N=6.86104B,7,135,6.86104,274.727,2.1312,11.3095,131000,1.000001979182484,0,test
B1:6.86104:132000,1019,1067,N=6.86104B,7,136,6.86104,276.824,2.1307,11.3958,132000,0.9999997172853956,0,test
B1:6.86104:133000,1020,1068,N=6.86104B,7,137,6.86104,278.921,2.1303,11.4821,133000,0.9999974893993584,0,test
B1:6.86104:134000,1021,1069,N=6.86104B,7,138,6.86104,281.018,2.1297,11.5685,134000,1.000003938960063,0,test
B1:6.86104:135000,1022,1070,N=6.86104B,7,139,6.86104,283.116,2.1292,11.6548,135000,0.999998180680799,0,test
B1:6.86104:136000,1023,1071,N=6.86104B,7,140,6.86104,285.213,2.1286,11.7411,136000,0.9999960132412309,0,test
B1:6.86104:137000,1024,1072,N=6.86104B,7,141,6.86104,287.31,2.1281,11.8275,137000,1.0000023323326432,0,test
B1:6.86104:138000,1025,1073,N=6.86104B,7,142,6.86104,289.407,2.1276,11.9138,138000,1.000000166220713,0,test
B1:6.86104:139000,1026,1074,N=6.86104B,7,143,6.86104,291.504,2.127,12.0001,139000,0.9999980312736152,0,test
B1:6.86104:140000,1027,1075,N=6.86104B,7,144,6.86104,293.601,2.1266,12.0864,140000,0.9999959268235805,0,test
B1:6.86104:141000,1028,1076,N=6.86104B,7,145,6.86104,295.698,2.126,12.1728,141000,1.0000020672755672,0,test
B1:6.86104:142000,1029,1077,N=6.86104B,7,146,6.86104,297.796,2.1255,12.2591,142000,0.999996606039694,0,test
B1:6.86104:143000,1030,1078,N=6.86104B,7,147,6.86104,299.893,2.125,12.3455,143000,1.0000026558476431,0,test
B1:11.965825:64,1031,1086,N=11.965825B,8,1,11.965825,0.134,4.0188,0.0096,64,0.9978667168759934,0,train
B1:11.965825:128,1032,1087,N=11.965825B,8,2,11.965825,0.268,3.6351,0.0192,128,0.9978667168759934,0,train
B1:11.965825:256,1033,1088,N=11.965825B,8,3,11.965825,0.537,3.3185,0.0386,256,1.0011960363069112,0,train
B1:11.965825:512,1034,1089,N=11.965825B,8,4,11.965825,1.074,3.058,0.0771,512,0.9998991502495188,0,train
B1:11.965825:1000,1035,1090,N=11.965825B,8,5,11.965825,2.097,2.8502,0.1506,1000,1.000305470773938,0,train
B1:11.965825:2000,1036,1091,N=11.965825B,8,6,11.965825,4.194,2.6724,0.3011,2000,0.9999733640439332,0,train
B1:11.965825:3000,1037,1092,N=11.965825B,8,7,11.965825,6.291,2.5833,0.4517,3000,1.000084066287268,0,train
B1:11.965825:4000,1038,1093,N=11.965825B,8,8,11.965825,8.389,2.5261,0.6023,4000,1.0000201970707059,0,train
B1:11.965825:5000,1039,1094,N=11.965825B,8,9,11.965825,10.486,2.4845,0.7528,5000,0.9999444163468874,0,train
B1:11.965825:6000,1040,1095,N=11.965825B,8,10,11.965825,12.583,2.4527,0.9034,6000,1.0000045873024246,0,train
B1:11.965825:7000,1041,1096,N=11.965825B,8,11,11.965825,14.68,2.4268,1.0539,7000,0.9999526865540679,0,train
B1:11.965825:8000,1042,1097,N=11.965825B,8,12,11.965825,16.777,2.4053,1.2045,8000,0.9999967819530704,0,train
B1:11.965825:9000,1043,1098,N=11.965825B,8,13,11.965825,18.874,2.3868,1.3551,9000,1.0000310788936957,0,train
B1:11.965825:10000,1044,1099,N=11.965825B,8,14,11.965825,20.972,2.3713,1.5057,10000,1.0000108313586,0,train
B1:11.965825:11000,1045,1100,N=11.965825B,8,15,11.965825,23.069,2.3573,1.6562,11000,0.9999772366309708,0,train
B1:11.965825:12000,1046,1101,N=11.965825B,8,16,11.965825,25.166,2.345,1.8068,12000,1.0000045873024246,0,train
B1:11.965825:13000,1047,1102,N=11.965825B,8,17,11.965825,27.263,2.3334,1.9573,13000,0.9999766408920561,0,train
B1:11.965825:14000,1048,1103,N=11.965825B,8,18,11.965825,29.36,2.3239,2.1079,14000,1.0000001271407721,0,train
B1:11.965825:15000,1049,1104,N=11.965825B,8,19,11.965825,31.457,2.3144,2.2585,15000,1.0000204820887568,0,train
B1:11.965825:16000,1050,1105,N=11.965825B,8,20,11.965825,33.554,2.3061,2.409,16000,0.9999967819530704,0,train
B1:11.965825:17000,1051,1106,N=11.965825B,8,21,11.965825,35.652,2.2981,2.5596,17000,0.9999868897640041,0,train
B1:11.965825:18000,1052,1107,N=11.965825B,8,22,11.965825,37.749,2.291,2.7102,18000,1.0000045873024244,0,train
B1:11.965825:19000,1053,1108,N=11.965825B,8,23,11.965825,39.846,2.2841,2.8607,19000,0.9999854661111914,0,train
B1:11.965825:20000,1054,1109,N=11.965825B,8,24,11.965825,41.943,2.2778,3.0113,20000,1.0000014651999019,0,train
B1:11.965825:21000,1055,1110,N=11.965825B,8,25,11.965825,44.04,2.2722,3.1618,21000,0.9999843136118708,0,train
B1:11.965825:22000,1056,1111,N=11.965825B,8,26,11.965825,46.137,2.2664,3.3124,22000,0.9999989107154721,0,train
B1:11.965825:23000,1057,1112,N=11.965825B,8,27,11.965825,48.234,2.2612,3.463,23000,1.000012238584664,0,train
B1:11.965825:24000,1058,1113,N=11.965825B,8,28,11.965825,50.332,2.2563,3.6136,24000,1.0000045873024246,0,train
B1:11.965825:25000,1059,1114,N=11.965825B,8,29,11.965825,52.429,2.2516,3.7641,25000,0.9999900552116756,0,train
B1:11.965825:26000,1060,1115,N=11.965825B,8,30,11.965825,54.526,2.2471,3.9147,26000,1.0000021856895038,0,train
B1:11.965825:27000,1061,1116,N=11.965825B,8,31,11.965825,56.623,2.2428,4.0652,27000,0.9999888189162214,0,train
B1:11.965825:28000,1062,1117,N=11.965825B,8,32,11.965825,58.72,2.239,4.2158,28000,1.0000001271407721,0,train
B1:11.965825:29000,1063,1118,N=11.965825B,8,33,11.965825,60.817,2.2349,4.3664,29000,1.0000106555390613,0,train
B1:11.965825:30000,1064,1119,N=11.965825B,8,34,11.965825,62.915,2.2312,4.517,30000,1.0000045873024246,0,train
B1:11.965825:31000,1065,1120,N=11.965825B,8,35,11.965825,65.012,2.2277,4.6675,31000,0.9999928678816119,0,train
B1:11.965825:32000,1066,1121,N=11.965825B,8,36,11.965825,67.109,2.2243,4.8181,32000,1.0000026359941634,0,train
B1:11.965825:33000,1067,1122,N=11.965825B,8,37,11.965825,69.206,2.221,4.9686,33000,0.9999916859162444,0,train
B1:11.965825:34000,1068,1123,N=11.965825B,8,38,11.965825,71.303,2.2178,5.1192,34000,1.0000009142354818,0,train
B1:11.965825:35000,1069,1124,N=11.965825B,8,39,11.965825,73.4,2.2146,5.2697,35000,0.9999906390234312,0,train
B1:11.965825:36000,1070,1125,N=11.965825B,8,40,11.965825,75.497,2.2119,5.4203,36000,0.9999993837706506,0,train
B1:11.965825:37000,1071,1126,N=11.965825B,8,41,11.965825,77.595,2.2089,5.5709,37000,0.999994768332312,0,train
B1:11.965825:38000,1072,1127,N=11.965825B,8,42,11.965825,79.692,2.2063,5.7215,38000,1.0000029440967564,0,train
B1:11.965825:39000,1073,1128,N=11.965825B,8,43,11.965825,81.789,2.2035,5.872,39000,0.9999936707570213,0,train
B1:11.965825:40000,1074,1129,N=11.965825B,8,44,11.965825,83.886,2.201,6.0226,40000,1.0000014651999019,0,train
B1:11.965825:41000,1075,1130,N=11.965825B,8,45,11.965825,85.983,2.1986,6.1731,41000,0.9999926802547744,0,train
B1:11.965825:42000,1076,1131,N=11.965825B,8,46,11.965825,88.08,2.1962,6.3237,42000,1.0000001271407721,0,train
B1:11.965825:43000,1077,1132,N=11.965825B,8,47,11.965825,90.178,2.1939,6.4743,43000,0.9999961384236973,0,train
B1:11.965825:44000,1078,1133,N=11.965825B,8,48,11.965825,92.275,2.1917,6.6249,44000,1.000003168171066,0,train
B1:11.965825:45000,1079,1134,N=11.965825B,8,49,11.965825,94.372,2.1894,6.7754,45000,0.9999951263041201,0,train
B1:11.965825:46000,1080,1135,N=11.965825B,8,50,11.965825,96.469,2.1873,6.926,46000,1.0000018724334798,0,train
B1:11.965825:47000,1081,1136,N=11.965825B,8,51,11.965825,98.566,2.1853,7.0765,47000,0.999994200316262,0,train
B1:11.965825:48000,1082,1137,N=11.965825B,8,52,11.965825,100.663,2.1833,7.2271,48000,1.0000006846665173,0,train
B1:11.965825:49000,1083,1138,N=11.965825B,8,53,11.965825,102.76,2.1811,7.3776,49000,0.9999933499141002,0,train
B1:11.965825:50000,1084,1139,N=11.965825B,8,54,11.965825,104.858,2.1794,7.5283,50000,1.0000033384673703,0,train
B1:11.965825:51000,1085,1140,N=11.965825B,8,55,11.965825,106.955,2.1775,7.6788,51000,0.9999962393679476,0,train
B1:11.965825:52000,1086,1141,N=11.965825B,8,56,11.965825,109.052,2.1756,7.8294,52000,1.0000021856895038,0,train
B1:11.965825:53000,1087,1142,N=11.965825B,8,57,11.965825,111.149,2.174,7.9799,53000,0.9999953762103041,0,train
B1:11.965825:54000,1088,1143,N=11.965825B,8,58,11.965825,113.246,2.1721,8.1305,54000,1.0000011182965582,0,train
B1:11.965825:55000,1089,1144,N=11.965825B,8,59,11.965825,115.343,2.1704,8.281,55000,0.9999945758234079,0,train
B1:11.965825:56000,1090,1145,N=11.965825B,8,60,11.965825,117.441,2.1688,8.4317,56000,1.0000034722715059,0,train
B1:11.965825:57000,1091,1146,N=11.965825B,8,61,11.965825,119.538,2.1672,8.5822,57000,0.9999971181015681,0,train
B1:11.965825:58000,1092,1147,N=11.965825B,8,62,11.965825,121.635,2.1655,8.7328,58000,1.0000024341335814,0,train
B1:11.965825:59000,1093,1148,N=11.965825B,8,63,11.965825,123.732,2.1639,8.8833,59000,0.9999963129378455,0,train
B1:11.965825:60000,1094,1149,N=11.965825B,8,64,11.965825,125.829,2.1627,9.0339,60000,1.0000014651999019,0,train
B1:11.965825:61000,1095,1150,N=11.965825B,8,65,11.965825,127.926,2.161,9.1844,61000,0.9999955605680295,0,train
B1:11.965825:62000,1096,1151,N=11.965825B,8,66,11.965825,130.023,2.1595,9.335,62000,1.0000005587737455,0,train
B1:11.965825:63000,1097,1152,N=11.965825B,8,67,11.965825,132.121,2.158,9.4856,63000,0.9999978294567224,0,train
B1:11.965825:64000,1098,1153,N=11.965825B,8,68,11.965825,134.218,2.1568,9.6362,64000,1.0000026359941634,0,train
B1:11.965825:65000,1099,1154,N=11.965825B,8,69,11.965825,136.315,2.1553,9.7867,65000,0.9999970767300143,0,train
B1:11.965825:66000,1100,1155,N=11.965825B,8,70,11.965825,138.412,2.1542,9.9373,66000,1.0000017490294546,0,train
B1:11.965825:67000,1101,1156,N=11.965825B,8,71,11.965825,140.509,2.1529,10.0878,67000,0.9999963689390158,0,train
B1:11.965825:68000,1102,1157,N=11.965825B,8,72,11.965825,142.606,2.1515,10.2384,68000,1.0000009142354818,0,train
B1:11.965825:69000,1103,1158,N=11.965825B,8,73,11.965825,144.703,2.1504,10.3889,69000,0.9999957021765438,0,train
B1:11.965825:70000,1104,1159,N=11.965825B,8,74,11.965825,146.801,2.1491,10.5396,70000,1.0000028032499166,0,train
B1:11.965825:71000,1105,1160,N=11.965825B,8,75,11.965825,148.898,2.1478,10.6901,71000,0.9999977114298264,0,train
B1:11.965825:72000,1106,1161,N=11.965825B,8,76,11.965825,150.995,2.1464,10.8407,72000,1.0000019855537683,0,train
B1:11.965825:73000,1107,1162,N=11.965825B,8,77,11.965825,153.092,2.1456,10.9912,73000,0.9999970444260872,0,train
B1:11.965825:74000,1108,1163,N=11.965825B,8,78,11.965825,155.189,2.1442,11.1418,74000,1.0000012120542792,0,train
B1:11.965825:75000,1109,1164,N=11.965825B,8,79,11.965825,157.286,2.143,11.2923,75000,0.9999964129933929,0,train
B1:11.965825:76000,1110,1165,N=11.965825B,8,80,11.965825,159.384,2.1421,11.443,76000,1.0000029440967564,0,train
B1:11.965825:77000,1111,1166,N=11.965825B,8,81,11.965825,161.481,2.1411,11.5935,77000,0.999998247214872,0,train
B1:11.965825:78000,1112,1167,N=11.965825B,8,82,11.965825,163.578,2.1399,11.7441,78000,1.0000021856895038,0,train
B1:11.965825:79000,1113,1168,N=11.965825B,8,83,11.965825,165.675,2.1388,11.8946,79000,0.9999976173068053,0,train
B1:11.965825:80000,1114,1169,N=11.965825B,8,84,11.965825,167.772,2.1378,12.0452,80000,1.0000014651999019,0,train
B1:11.965825:81000,1115,1170,N=11.965825B,8,85,11.965825,169.869,2.1368,12.1957,81000,0.9999970185031125,0,train
B1:11.965825:82000,1116,1171,N=11.965825B,8,86,11.965825,171.966,2.1358,12.3463,82000,1.0000007798536814,0,train
B1:11.965825:83000,1117,1172,N=11.965825B,8,87,11.965825,174.064,2.1347,12.4969,83000,0.9999987055366483,0,train
B1:11.965825:84000,1118,1173,N=11.965825B,8,88,11.965825,176.161,2.1337,12.6475,84000,1.0000023572342578,0,train
B1:11.965825:85000,1119,1174,N=11.965825B,8,89,11.965825,178.258,2.1328,12.798,85000,0.9999981093097161,0,train
B1:11.965825:86000,1120,1175,N=11.965825B,8,90,11.965825,180.355,2.1318,12.9486,86000,1.0000016830226184,0,train
